,ID,Regular_Dine_Res,Dine_Other_Mex_Res,Income_15k_more,Fav_Mex_Res,Try_New_Things,Party_Person,People_Come_Me,No_Fried,Likes_Go_Out,Friends_Come_Me,Self_Confident,Eat_Balanced,Buy_New_Prods,Care_What_Eat,Try_New_Brands,Friendly_Employess,Fun_Place,Large_Portions,Fresh_Food,Good_Prices,Nice_Interior,Excellent_Taste,Knowledgeable_Employees,Proper_Food_Temp,Speed_Service,Satisfaction,Prob_Return,Prob_Recommend,Freq_Eat_At,Price,Food_Quality,Atmosphere,Service,Distance_Driven,Ad_Recall,Gender,N_Children,Age,Income,Innovator,Health_Conscious,Opinion_Leader,Outgoing,Service_v2,Food,Value,Atmosphere_V2
59,160.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,2.0,6.0,5.0,4.0,3.0,7.0,3.0,7.0,5.0,3.0,4.0,7.0,4.0,3.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,Recall Ads,Male,3.0,3.0,80000.0,7.0,2.6666666666666665,4.666666666666667,6.0,5.333333333333333,6.666666666666667,4.0,3.0
60,163.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,2.0,3.0,1.0,3.0,Recall Ads,Female,2.0,3.0,125000.0,7.0,4.0,5.0,4.0,5.333333333333333,5.666666666666667,4.0,4.0
61,165.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,7.0,3.0,4.0,7.0,7.0,2.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Female,3.0,2.0,90000.0,6.666666666666667,3.0,7.0,3.5,6.333333333333333,6.0,6.0,4.5
62,167.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,4.0,3.0,6.0,4.0,3.0,4.0,7.0,4.0,7.0,5.0,2.0,3.0,7.0,3.0,2.0,6.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,Recall Ads,Male,2.0,2.0,22000.0,7.0,3.6666666666666665,3.6666666666666665,6.0,5.333333333333333,6.0,3.0,2.0
63,168.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,5.0,3.0,6.0,5.0,3.0,4.0,6.0,4.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Female,3.0,2.0,25000.0,6.666666666666667,3.6666666666666665,4.333333333333333,6.5,6.0,6.0,4.0,6.0
64,169.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,Recall Ads,Male,2.0,3.0,75000.0,6.666666666666667,4.333333333333333,4.666666666666667,3.5,6.333333333333333,5.333333333333333,3.0,4.5
65,170.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,5.0,2.0,7.0,5.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,2.0,21000.0,6.0,3.6666666666666665,4.666666666666667,7.0,4.333333333333333,5.333333333333333,4.0,4.0
66,174.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,3.0,65000.0,5.0,4.666666666666667,4.666666666666667,3.0,4.0,4.666666666666667,4.0,3.0
67,175.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,7.0,5.0,7.0,5.0,4.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,7.0,5.0,6.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Female,2.0,3.0,100000.0,7.0,4.333333333333333,5.0,4.5,5.333333333333333,5.0,4.5,4.5
68,181.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,3.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,5.0,20000.0,7.0,3.6666666666666665,5.0,3.5,5.333333333333333,5.666666666666667,4.0,3.5
69,185.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Male,1.0,3.0,70000.0,7.0,4.0,4.333333333333333,4.5,5.333333333333333,5.666666666666667,3.0,4.0
70,186.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,4.0,6.0,6.0,5.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,7.0,7.0,7.0,3.0,2.0,4.0,3.0,1.0,3.0,Recall Ads,Female,1.0,5.0,160000.0,7.0,3.333333333333333,5.666666666666667,6.0,5.333333333333333,6.333333333333333,6.0,5.5
71,189.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,6.0,6.0,5.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Male,3.0,3.0,90000.0,7.0,2.6666666666666665,5.666666666666667,5.5,5.333333333333333,6.666666666666667,4.0,5.0
72,190.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,6.0,2.0,6.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Female,2.0,3.0,140000.0,7.0,2.6666666666666665,5.333333333333333,6.5,5.333333333333333,6.666666666666667,4.5,5.0
73,192.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,7.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,4.0,22000.0,7.0,3.6666666666666665,4.666666666666667,4.5,5.333333333333333,5.333333333333333,4.0,4.0
74,193.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,6.0,2.0,7.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,6.0,4.0,6.0,7.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Female,2.0,3.0,125000.0,7.0,2.6666666666666665,5.333333333333333,7.0,5.333333333333333,6.333333333333333,4.5,5.0
75,197.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,5.0,5.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Male,3.0,3.0,85000.0,7.0,2.6666666666666665,5.333333333333333,5.0,5.333333333333333,6.666666666666667,4.0,5.0
76,201.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,2.0,27000.0,6.0,4.0,4.666666666666667,4.0,4.333333333333333,5.333333333333333,4.0,4.0
77,206.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,7.0,4.0,6.0,7.0,5.0,3.0,7.0,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,Recall Ads,Female,2.0,2.0,100000.0,4.666666666666667,3.333333333333333,6.333333333333333,5.5,3.6666666666666665,6.333333333333333,6.0,5.0
78,207.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,3.0,55000.0,4.0,4.333333333333333,4.333333333333333,4.0,3.6666666666666665,5.333333333333333,4.0,3.0
79,209.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,6.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,3.0,1.0,2.0,2.0,Do Not Recall Ads,Female,2.0,3.0,150000.0,7.0,2.6666666666666665,6.0,5.0,5.333333333333333,6.666666666666667,4.5,5.0
80,210.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,3.0,7.0,4.0,4.0,5.0,7.0,5.0,4.0,7.0,4.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,Do Not Recall Ads,Female,1.0,3.0,125000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
81,215.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,7.0,6.0,7.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,7.0,5.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,Do Not Recall Ads,Male,2.0,3.0,65000.0,7.0,5.333333333333333,4.0,5.0,5.333333333333333,4.333333333333333,3.0,4.0
82,220.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,4.0,28000.0,7.0,3.6666666666666665,5.0,5.0,5.333333333333333,5.333333333333333,4.0,4.0
83,226.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,4.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,1.0,4.0,3.0,2.0,3.0,Recall Ads,Female,3.0,1.0,120000.0,6.666666666666667,3.333333333333333,6.0,3.0,6.0,6.0,5.0,6.0
84,227.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,4.0,5.0,6.0,3.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,Recall Ads,Male,1.0,3.0,75000.0,7.0,4.0,5.0,5.0,5.333333333333333,5.666666666666667,3.0,3.5
85,228.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,2.0,6.0,6.0,6.0,3.0,6.0,3.0,7.0,5.0,6.0,3.0,7.0,3.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,2.0,3.0,Recall Ads,Female,2.0,1.0,135000.0,6.666666666666667,2.6666666666666665,6.0,6.0,6.333333333333333,6.666666666666667,3.0,6.0
86,233.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,2.0,5.0,6.0,3.0,2.0,7.0,2.0,7.0,5.0,3.0,5.0,7.0,5.0,3.0,7.0,4.0,7.0,7.0,5.0,6.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,Recall Ads,Male,2.0,3.0,23000.0,7.0,2.0,5.0,5.5,5.333333333333333,7.0,5.0,3.0
87,234.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,6.0,2.0,4.0,5.0,3.0,3.0,7.0,3.0,7.0,5.0,3.0,4.0,7.0,4.0,3.0,6.0,4.0,6.0,7.0,6.0,6.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,Recall Ads,Male,2.0,3.0,85000.0,7.0,2.6666666666666665,4.666666666666667,4.0,5.333333333333333,6.333333333333333,4.0,3.0
88,237.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,5.0,3.0,4.0,5.0,6.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,7.0,7.0,7.0,6.0,4.0,4.0,3.0,1.0,2.0,3.0,Recall Ads,Female,2.0,3.0,180000.0,7.0,4.0,5.333333333333333,3.5,5.333333333333333,5.666666666666667,4.0,4.0
89,239.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,7.0,3.0,5.0,7.0,7.0,2.0,6.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,Recall Ads,Female,3.0,2.0,80000.0,6.666666666666667,3.0,7.0,4.5,6.333333333333333,6.333333333333333,6.0,4.5
90,241.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,4.0,3.0,7.0,4.0,2.0,4.0,7.0,4.0,7.0,5.0,2.0,3.0,7.0,3.0,2.0,5.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,Recall Ads,Male,2.0,2.0,25000.0,7.0,3.6666666666666665,3.3333333333333335,7.0,5.333333333333333,5.666666666666667,3.0,2.0
91,242.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,3.0,5.0,6.0,7.0,4.0,6.0,4.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,Recall Ads,Female,3.0,2.0,65000.0,6.666666666666667,3.6666666666666665,6.333333333333333,5.5,6.0,5.666666666666667,4.0,6.0
92,243.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Male,2.0,3.0,70000.0,6.666666666666667,4.333333333333333,4.333333333333333,4.5,6.333333333333333,5.333333333333333,3.0,4.5
93,244.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,2.0,7.0,5.0,4.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,Do Not Recall Ads,Male,1.0,2.0,24000.0,6.0,3.6666666666666665,4.666666666666667,6.0,4.333333333333333,5.333333333333333,4.0,4.0
94,248.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,7.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,Do Not Recall Ads,Male,1.0,3.0,35000.0,5.0,4.666666666666667,4.333333333333333,3.0,4.0,4.666666666666667,4.0,3.0
95,249.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,3.0,5.0,7.0,6.0,5.0,7.0,5.0,7.0,5.0,4.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,7.0,7.0,7.0,6.0,5.0,4.0,3.0,1.0,2.0,2.0,Do Not Recall Ads,Female,2.0,3.0,190000.0,7.0,4.333333333333333,6.333333333333333,5.0,5.333333333333333,5.0,4.5,4.5
96,255.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,3.0,5.0,3.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,4.0,7.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,4.0,20000.0,7.0,3.6666666666666665,4.333333333333333,3.5,5.333333333333333,6.0,4.0,3.5
97,259.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,7.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,Recall Ads,Male,1.0,3.0,75000.0,7.0,4.0,4.0,5.5,5.333333333333333,5.666666666666667,3.0,4.0
98,260.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,7.0,4.0,6.0,7.0,5.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,5.0,3.0,4.0,3.0,1.0,2.0,3.0,Recall Ads,Female,1.0,5.0,100000.0,7.0,3.333333333333333,6.333333333333333,6.0,5.333333333333333,6.333333333333333,6.0,5.5
99,263.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,2.0,7.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,4.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,1.0,3.0,4.0,2.0,3.0,Recall Ads,Male,3.0,3.0,75000.0,7.0,2.6666666666666665,5.333333333333333,6.5,5.333333333333333,6.666666666666667,4.0,5.0
100,264.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,7.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,2.0,19000.0,6.0,4.0,5.0,4.0,4.333333333333333,5.333333333333333,4.0,4.0
101,269.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,7.0,4.0,5.0,7.0,7.0,3.0,7.0,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,Do Not Recall Ads,Female,2.0,2.0,85000.0,4.666666666666667,3.333333333333333,7.0,5.0,3.6666666666666665,6.333333333333333,6.0,5.0
102,270.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,6.0,5.0,4.0,7.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,3.0,75000.0,4.0,4.333333333333333,5.0,6.5,3.6666666666666665,5.333333333333333,4.0,3.0
103,272.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,2.0,5.0,6.0,6.0,3.0,7.0,3.0,7.0,5.0,5.0,5.0,7.0,4.0,5.0,7.0,4.0,6.0,7.0,6.0,6.0,6.0,5.0,4.0,3.0,1.0,2.0,2.0,Do Not Recall Ads,Female,2.0,3.0,155000.0,7.0,2.6666666666666665,6.0,5.0,5.333333333333333,6.666666666666667,4.5,5.0
104,273.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,7.0,3.0,7.0,4.0,4.0,5.0,7.0,5.0,4.0,7.0,4.0,6.0,7.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,Do Not Recall Ads,Female,1.0,3.0,50000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
105,278.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,7.0,6.0,7.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,7.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,3.0,60000.0,7.0,5.333333333333333,4.0,5.0,5.333333333333333,4.333333333333333,3.0,4.0
106,283.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,7.0,5.0,7.0,5.0,4.0,4.0,7.0,4.0,4.0,7.0,4.0,3.0,7.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,Do Not Recall Ads,Male,2.0,4.0,20000.0,7.0,3.6666666666666665,5.0,5.5,5.333333333333333,5.666666666666667,4.0,4.0
107,289.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,2.0,6.0,6.0,7.0,4.0,7.0,4.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,Recall Ads,Female,3.0,1.0,95000.0,7.0,3.333333333333333,6.333333333333333,6.0,6.0,6.0,5.0,6.0
108,290.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,Recall Ads,Male,1.0,3.0,65000.0,7.0,4.0,4.0,5.5,5.333333333333333,5.666666666666667,3.0,3.5
109,291.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,5.0,2.0,7.0,5.0,6.0,3.0,7.0,3.0,7.0,5.0,6.0,3.0,7.0,3.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,Recall Ads,Female,2.0,1.0,110000.0,7.0,2.6666666666666665,5.333333333333333,6.5,6.333333333333333,6.666666666666667,3.0,6.0
110,296.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,6.0,2.0,6.0,6.0,6.0,2.0,7.0,2.0,7.0,5.0,3.0,5.0,7.0,5.0,3.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,5.0,2.0,4.0,3.0,1.0,2.0,Recall Ads,Male,2.0,3.0,120000.0,7.0,2.0,6.0,4.5,5.333333333333333,7.0,5.0,3.0
111,297.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,6.0,2.0,7.0,6.0,6.0,3.0,7.0,3.0,7.0,5.0,3.0,4.0,7.0,4.0,3.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Male,3.0,3.0,90000.0,7.0,2.6666666666666665,6.0,7.0,5.333333333333333,6.666666666666667,4.0,3.0
112,300.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,7.0,4.0,7.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0,4.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,2.0,3.0,1.0,3.0,Recall Ads,Female,1.0,3.0,145000.0,7.0,4.0,5.666666666666667,4.5,5.333333333333333,5.666666666666667,4.0,4.0
113,302.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,4.0,7.0,3.0,5.0,7.0,6.0,2.0,7.0,4.0,7.0,5.0,4.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,3.0,1.0,1.0,Recall Ads,Female,3.0,2.0,80000.0,7.0,3.0,6.666666666666667,4.5,6.333333333333333,6.333333333333333,6.0,4.5
114,304.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,7.0,4.0,3.0,6.0,4.0,4.0,4.0,7.0,4.0,7.0,5.0,2.0,3.0,7.0,3.0,2.0,6.0,4.0,5.0,7.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,Recall Ads,Male,2.0,2.0,20000.0,7.0,3.6666666666666665,4.0,6.5,5.333333333333333,6.0,3.0,2.0
115,305.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,6.0,6.0,3.0,5.0,6.0,6.0,4.0,7.0,4.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,7.0,5.0,3.0,4.0,1.0,2.0,1.0,Recall Ads,Female,3.0,2.0,230000.0,7.0,3.6666666666666665,6.0,5.5,6.0,6.0,4.0,6.0
116,306.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,3.0,5.0,4.0,7.0,4.0,5.0,5.0,7.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,5.0,5.0,7.0,5.0,7.0,5.0,6.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,Recall Ads,Male,2.0,3.0,65000.0,7.0,4.333333333333333,4.666666666666667,5.0,6.333333333333333,5.333333333333333,3.0,4.5
117,307.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,5.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,7.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,2.0,25000.0,5.0,3.6666666666666665,5.0,5.5,4.333333333333333,5.333333333333333,4.0,4.0
118,311.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,Do Not Recall Ads,Male,1.0,3.0,55000.0,4.0,4.666666666666667,5.0,3.0,4.0,4.666666666666667,4.0,3.0
119,312.0,1.0,1.0,1.0,Jose's Southwestern Cafe,7.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,7.0,5.0,7.0,5.0,4.0,5.0,7.0,4.0,5.0,5.0,4.0,3.0,7.0,7.0,7.0,7.0,5.0,4.0,2.0,3.0,1.0,2.0,Recall Ads,Female,2.0,3.0,160000.0,7.0,4.333333333333333,5.666666666666667,5.0,5.333333333333333,5.0,4.5,4.5
