,ID,Regularly Dine at Casual Dining Restaurants,Have Dined at Other Mexican Restaurants In last 6 Months,"Gross Annual Income $15,000 or More",Favorite Mexican Restaurant,X1 -- Try New and Different Things,X2 -- Party Person,X3 -- People Come to Me,X4 -- Avoid Fried Foods,X5 -- Likes to Go Out Socially,X6 -- Friends Come to Me,X7 -- Self-Confident,"X8 -- Eat Balanced, Nutritious Meals",X9 -- Buy New Products,X10 -- Careful about What I Eat,X11 -- Try New Brands,X12 -- Friendly Employees,X13 -- Fun Place to Eat,X14 -- Large Size Portions,X15 -- Fresh Food,X16 -- Reasonable Prices,X17 -- Attractive Interior,X18 -- Excellent Food Taste,X19 -- Knowledgeable Employees,X20 -- Proper Food Temperature,X21 -- Speed of Service,X22 -- Satisfaction,X23 -- Likely to Return,X24 -- Likely to Recommend,X25 -- Frequency of Eating at  . . .  ??,X26 -- Price,X27 -- Food Quality,X28 -- Atmosphere,X29 -- Service,x30 -- Distance Driven,X31 -- Ad Recall,X32 -- Gender,X33 -- Number of Children at Home,X34 -- Age,X35 -- Income,X36 -- Innovator,X37 -- Health Conscious,X38 -- Opinion Leader,X39 -- Outgoing,X40 -- Service,X41 -- Food,X42 -- Value,X43 -- Atmosphere
48,127.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,4.0,5.0,6.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,40000.0,6.0,4.0,5.333333333333333,4.0,4.333333333333333,5.333333333333333,4.0,4.0
49,132.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,2.0,3.0,Strongly Agree,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,4.0,7 = Highly Satisfied,6.0,5.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,26 - 34,140000.0,4.666666666666667,3.3333333333333335,5.333333333333333,4.0,3.6666666666666665,6.333333333333333,6.0,5.0
50,133.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,Occasionally,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,65000.0,4.0,4.333333333333333,5.0,5.0,3.6666666666666665,5.333333333333333,4.0,3.0
51,135.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,6.0,2.0,6.0,5.0,2.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,6.0,Very Frequently,Most Important,2.0,Least Important,3.0,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,120000.0,Strongly Agree,2.6666666666666665,4.333333333333333,6.5,5.333333333333333,6.666666666666667,4.5,5.0
52,136.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,4.0,4.0,5.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,5.0,4.0,Somewhat Frequently,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,115000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
53,141.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,4.0,5.0,2.0,4.0,5.0,5.0,Strongly Agree,6.0,Strongly Agree,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,Strongly Agree,5.0,4.0,2.0,Occasionally,Least Important,Most Important,3.0,2.0,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,35 - 49,60000.0,Strongly Agree,5.333333333333333,4.333333333333333,3.0,5.333333333333333,4.333333333333333,3.0,4.0
54,146.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,3.0,Strongly Agree,5.0,4.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,6.0,5.0,5.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,85000.0,Strongly Agree,3.6666666666666665,4.666666666666667,6.0,5.333333333333333,5.666666666666667,4.0,4.0
55,152.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,6.0,6.0,3.0,4.0,6.0,4.0,Strongly Agree,5.0,6.0,5.0,Strongly Agree,5.0,6.0,6.0,6.0,5.0,Strongly Agree,5.0,5.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,18 - 25,18000.0,6.666666666666667,3.3333333333333335,5.0,6.0,6.0,6.0,5.0,6.0
56,153.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,4.0,5.0,6.0,5.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,Strongly Agree,6.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,75000.0,Strongly Agree,4.0,5.666666666666667,5.0,5.333333333333333,5.666666666666667,3.0,3.5
57,154.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,6.0,6.0,2.0,3.0,6.0,3.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,6.0,6.0,Strongly Agree,6.0,Strongly Agree,6.0,6.0,6.0,Very Frequently,Most Important,2.0,3.0,Least Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,18 - 25,125000.0,6.666666666666667,2.6666666666666665,4.666666666666667,6.0,6.333333333333333,6.333333333333333,3.0,6.0
58,159.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,Strongly Agree,6.0,5.0,2.0,Strongly Agree,2.0,Strongly Agree,5.0,3.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,4.0,Strongly Agree,Strongly Agree,5.0,6.0,4.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,18000.0,Strongly Agree,2.0,5.666666666666667,6.0,5.333333333333333,Strongly Agree,5.0,3.0
59,160.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,5.0,2.0,6.0,5.0,4.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,2.0,Most Important,3.0,Least Important,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,80000.0,Strongly Agree,2.6666666666666665,4.666666666666667,6.0,5.333333333333333,6.666666666666667,4.0,3.0
60,163.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,4.0,5.0,5.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,5.0,5.0,4.0,5.0,Strongly Agree,7 = Highly Satisfied,6.0,6.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,125000.0,Strongly Agree,4.0,5.0,4.0,5.333333333333333,5.666666666666667,4.0,4.0
61,165.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,Strongly Agree,3.0,4.0,Strongly Agree,Strongly Agree,2.0,6.0,4.0,Strongly Agree,5.0,4.0,6.0,Strongly Agree,6.0,5.0,6.0,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Female,More Than 2 Children at Home,26 - 34,90000.0,6.666666666666667,3.0,Strongly Agree,3.5,6.333333333333333,6.0,6.0,4.5
62,167.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,4.0,3.0,6.0,4.0,3.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,2.0,3.0,Strongly Agree,3.0,2.0,6.0,4.0,5.0,Strongly Agree,4.0,4.0,4.0,Occasionally,2.0,Most Important,Least Important,3.0,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,26 - 34,22000.0,Strongly Agree,3.6666666666666665,3.6666666666666665,6.0,5.333333333333333,6.0,3.0,2.0
63,168.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,5.0,3.0,6.0,5.0,3.0,4.0,6.0,4.0,Strongly Agree,5.0,6.0,4.0,Strongly Agree,4.0,6.0,6.0,6.0,5.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,25000.0,6.666666666666667,3.6666666666666665,4.333333333333333,6.5,6.0,6.0,4.0,6.0
64,169.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,5.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,2.0,Most Important,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,75000.0,6.666666666666667,4.333333333333333,4.666666666666667,3.5,6.333333333333333,5.333333333333333,3.0,4.5
65,170.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,5.0,2.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,Somewhat Infrequently,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,21000.0,6.0,3.6666666666666665,4.666666666666667,Strongly Agree,4.333333333333333,5.333333333333333,4.0,4.0
66,174.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,Strongly Agree,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,65000.0,5.0,4.666666666666667,4.666666666666667,3.0,4.0,4.666666666666667,4.0,3.0
67,175.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,6.0,3.0,5.0,5.0,4.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,5.0,Strongly Agree,4.0,5.0,5.0,4.0,3.0,Strongly Agree,5.0,6.0,3.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,100000.0,Strongly Agree,4.333333333333333,5.0,4.5,5.333333333333333,5.0,4.5,4.5
68,181.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,3.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,60 and Over,20000.0,Strongly Agree,3.6666666666666665,5.0,3.5,5.333333333333333,5.666666666666667,4.0,3.5
69,185.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,4.0,4.0,5.0,4.0,5.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,Strongly Agree,5.0,4.0,3.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,70000.0,Strongly Agree,4.0,4.333333333333333,4.5,5.333333333333333,5.666666666666667,3.0,4.0
70,186.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,4.0,6.0,6.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,6.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,Definitely Will Recommend,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Recall Ads,Female,No Children at Home,60 and Over,160000.0,Strongly Agree,3.3333333333333335,5.666666666666667,6.0,5.333333333333333,6.333333333333333,6.0,5.5
71,189.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,6.0,6.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,90000.0,Strongly Agree,2.6666666666666665,5.666666666666667,5.5,5.333333333333333,6.666666666666667,4.0,5.0
72,190.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,6.0,2.0,6.0,5.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,6.0,6.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,140000.0,Strongly Agree,2.6666666666666665,5.333333333333333,6.5,5.333333333333333,6.666666666666667,4.5,5.0
73,192.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,5.0,5.0,4.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Very Infrequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,50 - 59,22000.0,Strongly Agree,3.6666666666666665,4.666666666666667,4.5,5.333333333333333,5.333333333333333,4.0,4.0
74,193.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,6.0,2.0,Strongly Agree,5.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,6.0,4.0,6.0,Strongly Agree,5.0,6.0,5.0,Very Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,125000.0,Strongly Agree,2.6666666666666665,5.333333333333333,Strongly Agree,5.333333333333333,6.333333333333333,4.5,5.0
75,197.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,5.0,5.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,4.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,6.0,6.0,4.0,Very Frequently,3.0,Most Important,Least Important,2.0,Less than 1 mile,Recall Ads,Male,More Than 2 Children at Home,35 - 49,85000.0,Strongly Agree,2.6666666666666665,5.333333333333333,5.0,5.333333333333333,6.666666666666667,4.0,5.0
76,201.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,4.0,5.0,4.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,Somewhat Infrequently,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,27000.0,6.0,4.0,4.666666666666667,4.0,4.333333333333333,5.333333333333333,4.0,4.0
77,206.0,1.0,1.0,1.0,Jose's Southwestern Cafe,3.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,3.0,Strongly Agree,3.0,4.0,3.0,5.0,6.0,6.0,6.0,5.0,Strongly Agree,4.0,6.0,4.0,5.0,5.0,5.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Recall Ads,Female,1-2 Children at Home,26 - 34,100000.0,4.666666666666667,3.3333333333333335,6.333333333333333,5.5,3.6666666666666665,6.333333333333333,6.0,5.0
78,207.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,55000.0,4.0,4.333333333333333,4.333333333333333,4.0,3.6666666666666665,5.333333333333333,4.0,3.0
79,209.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,2.0,5.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,5.0,5.0,Strongly Agree,4.0,5.0,Strongly Agree,4.0,6.0,Strongly Agree,7 = Highly Satisfied,6.0,6.0,Very Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,150000.0,Strongly Agree,2.6666666666666665,6.0,5.0,5.333333333333333,6.666666666666667,4.5,5.0
80,210.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,4.0,6.0,3.0,4.0,6.0,6.0,3.0,Strongly Agree,3.0,Strongly Agree,4.0,4.0,5.0,Strongly Agree,5.0,4.0,Strongly Agree,4.0,6.0,Strongly Agree,5.0,5.0,5.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Female,No Children at Home,35 - 49,125000.0,6.0,3.0,6.0,4.0,5.0,6.666666666666667,5.0,4.0
81,215.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,5.0,5.0,4.0,4.0,5.0,Strongly Agree,6.0,Strongly Agree,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,Strongly Agree,5.0,4.0,2.0,Occasionally,3.0,Most Important,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,35 - 49,65000.0,Strongly Agree,5.333333333333333,4.0,5.0,5.333333333333333,4.333333333333333,3.0,4.0
82,220.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,3.0,5.0,5.0,5.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,Strongly Agree,4.0,3.0,2.0,Occasionally,2.0,Most Important,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,50 - 59,28000.0,Strongly Agree,3.6666666666666665,5.0,5.0,5.333333333333333,5.333333333333333,4.0,4.0
83,226.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,6.0,2.0,3.0,6.0,6.0,4.0,6.0,4.0,Strongly Agree,5.0,6.0,5.0,Strongly Agree,5.0,6.0,6.0,6.0,5.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Least Important,Most Important,3.0,2.0,More than 5 miles,Recall Ads,Female,More Than 2 Children at Home,18 - 25,120000.0,6.666666666666667,3.3333333333333335,6.0,3.0,6.0,6.0,5.0,6.0
84,227.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,4.0,5.0,6.0,3.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,3.0,6.0,4.0,5.0,Strongly Agree,6.0,4.0,3.0,Occasionally,2.0,Most Important,Least Important,3.0,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,75000.0,Strongly Agree,4.0,5.0,5.0,5.333333333333333,5.666666666666667,3.0,3.5
85,228.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,6.0,6.0,6.0,3.0,6.0,3.0,Strongly Agree,5.0,6.0,3.0,Strongly Agree,3.0,6.0,Strongly Agree,Strongly Agree,6.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Most Important,3.0,Least Important,2.0,More than 5 miles,Recall Ads,Female,1-2 Children at Home,18 - 25,135000.0,6.666666666666667,2.6666666666666665,6.0,6.0,6.333333333333333,6.666666666666667,3.0,6.0
86,233.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,2.0,5.0,6.0,3.0,2.0,Strongly Agree,2.0,Strongly Agree,5.0,3.0,5.0,Strongly Agree,5.0,3.0,Strongly Agree,4.0,Strongly Agree,Strongly Agree,5.0,6.0,4.0,Very Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,23000.0,Strongly Agree,2.0,5.0,5.5,5.333333333333333,Strongly Agree,5.0,3.0
87,234.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,6.0,2.0,4.0,5.0,3.0,3.0,Strongly Agree,3.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,3.0,6.0,4.0,6.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Least Important,2.0,3.0,Most Important,More than 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,85000.0,Strongly Agree,2.6666666666666665,4.666666666666667,4.0,5.333333333333333,6.333333333333333,4.0,3.0
88,237.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,3.0,5.0,3.0,4.0,5.0,6.0,5.0,Strongly Agree,4.0,Strongly Agree,5.0,3.0,4.0,Strongly Agree,4.0,5.0,5.0,4.0,5.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,6.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,More than 5 miles,Recall Ads,Female,1-2 Children at Home,35 - 49,180000.0,Strongly Agree,4.0,5.333333333333333,3.5,5.333333333333333,5.666666666666667,4.0,4.0
89,239.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,Strongly Agree,3.0,5.0,Strongly Agree,Strongly Agree,2.0,6.0,4.0,Strongly Agree,5.0,4.0,6.0,Strongly Agree,6.0,5.0,Strongly Agree,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,Most Important,3.0,Least Important,2.0,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,80000.0,6.666666666666667,3.0,Strongly Agree,4.5,6.333333333333333,6.333333333333333,6.0,4.5
90,241.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,Strongly Agree,4.0,3.0,Strongly Agree,4.0,2.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,2.0,3.0,Strongly Agree,3.0,2.0,5.0,4.0,5.0,Strongly Agree,4.0,4.0,4.0,Occasionally,Most Important,3.0,Least Important,2.0,Less than 1 mile,Recall Ads,Male,1-2 Children at Home,26 - 34,25000.0,Strongly Agree,3.6666666666666665,3.3333333333333335,Strongly Agree,5.333333333333333,5.666666666666667,3.0,2.0
91,242.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,6.0,6.0,3.0,5.0,6.0,Strongly Agree,4.0,6.0,4.0,Strongly Agree,5.0,6.0,4.0,Strongly Agree,4.0,6.0,5.0,6.0,5.0,Strongly Agree,6.0,6.0,5.0,Very Frequently,Least Important,2.0,3.0,Most Important,Less than 1 mile,Recall Ads,Female,More Than 2 Children at Home,26 - 34,65000.0,6.666666666666667,3.6666666666666665,6.333333333333333,5.5,6.0,5.666666666666667,4.0,6.0
92,243.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,5.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,6.0,4.0,Somewhat Frequently,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Recall Ads,Male,1-2 Children at Home,35 - 49,70000.0,6.666666666666667,4.333333333333333,4.333333333333333,4.5,6.333333333333333,5.333333333333333,3.0,4.5
93,244.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,5.0,2.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,5.0,4.0,5.0,4.0,4.0,Strongly Agree,4.0,4.0,6.0,4.0,3.0,4.0,4.0,3.0,3.0,Occasionally,Most Important,2.0,3.0,Least Important,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,26 - 34,24000.0,6.0,3.6666666666666665,4.666666666666667,6.0,4.333333333333333,5.333333333333333,4.0,4.0
94,248.0,1.0,1.0,1.0,Jose's Southwestern Cafe,4.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,Strongly Agree,5.0,4.0,4.0,3.0,4.0,6.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,Occasionally,Most Important,2.0,Least Important,3.0,More than 5 miles,Do Not Recall Ads,Male,No Children at Home,35 - 49,35000.0,5.0,4.666666666666667,4.333333333333333,3.0,4.0,4.666666666666667,4.0,3.0
95,249.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,6.0,3.0,5.0,Strongly Agree,6.0,5.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,5.0,Strongly Agree,4.0,5.0,5.0,4.0,3.0,Strongly Agree,7 = Highly Satisfied,Highly Likely,6.0,Very Frequently,Most Important,3.0,Least Important,2.0,1 -- 5 miles,Do Not Recall Ads,Female,1-2 Children at Home,35 - 49,190000.0,Strongly Agree,4.333333333333333,6.333333333333333,5.0,5.333333333333333,5.0,4.5,4.5
96,255.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,4.0,5.0,3.0,3.0,5.0,3.0,3.0,Strongly Agree,5.0,Strongly Agree,5.0,4.0,4.0,Strongly Agree,4.0,3.0,Strongly Agree,4.0,4.0,Strongly Agree,4.0,3.0,2.0,Occasionally,Most Important,2.0,3.0,Least Important,1 -- 5 miles,Do Not Recall Ads,Male,1-2 Children at Home,50 - 59,20000.0,Strongly Agree,3.6666666666666665,4.333333333333333,3.5,5.333333333333333,6.0,4.0,3.5
97,259.0,1.0,1.0,1.0,Jose's Southwestern Cafe,Strongly Agree,5.0,4.0,4.0,6.0,4.0,4.0,4.0,Strongly Agree,4.0,Strongly Agree,5.0,4.0,3.0,6.0,3.0,4.0,6.0,4.0,5.0,Strongly Agree,5.0,4.0,2.0,Occasionally,Most Important,2.0,3.0,Least Important,More than 5 miles,Recall Ads,Male,No Children at Home,35 - 49,75000.0,Strongly Agree,4.0,4.0,5.5,5.333333333333333,5.666666666666667,3.0,4.0
