uid,company_v,poverq,soverq,pq,satis,repur,recomm,Q19,VN_1009_Q20A,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,VN_1009_TP20,VN_1009_TP21,VN_1009_TP21_6specify,VN_1009_TP24_1,VN_1009_TP24_2,VN_1009_TP22,VN_1009_TP23,Q9C_P,Q9D,VN_1009_TP25A,age,race,work,pincome,income,educat,childsupp,marital,gender,house,DOI
1496,CAROUSELL,7,8,8,7,7,6,0,7,8,6,7,7,8,6,6,8,6,7,7,8,6,6,8,6,7,7,7,1,5, ,1,1,7,8,1,400,2,41,1,1,4,7,8,2,2,2,2,03/08/2018
1498,CAROUSELL,7,7,6,6,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,5, ,1,1,7,7,1,70,3,38,1,1,4,5,7,2,2,2,2,03/08/2018
1503,AMAZON,7,8,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,6,8,6,7,7,8,6,6,8,7,2,1, ,1,2,8, ,1,200,3,39,1,1,3,6,4,4,2,1,2,03/08/2018
1509,FAVE,7,8,7,7,7,8,0,7,8,6,7,7,6,8,7,8,6,8,7,7,8,8,6,7,7,6,7,1,1, ,1,1,7,7,5,60,2,27,1,1,3,7,8,99,1,1,3,03/08/2018
1512,QOO10,6,7,7,7,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,3, ,1,2,6, ,3,40,2,31,3,1,5,6,8,3,2,2,3,03/08/2018
1515,QOO10,7,8,7,7,7,6,0,7,8,6,7,7,7,6,8,6,7,7,8,6,8,7,7,6,6,8,7,1,2, ,1,2,7, ,2,30,2,20,3,5, ,7,5,99,1,2,3,03/08/2018
1519,ZALORA,8,9,8,8,8,8,0,8,9,7,7,8,7,9,7,8,8,7,9,7,8,8,7,7,9,7,8,2,1, ,1,1,8,9,1,60,2,43,2,1,98,98,5,3,2,1,3,03/08/2018
1523,TAOBAO/TMALL,7,8,7,7,7,7,0,7,6,8,7,7,8,6,6,8,6,7,7,8,8,6,8,7,7,8,7,2,3, ,1,1,7,6,1,700,2,38,1,1,5,6,7,4,2,1,3,03/08/2018
1529,AMAZON,9,8,9,9,10,9,0,9,8,10,9,9,9,10,8,10,9,9,10,8,10,9,9,10,10,8,9,2,1, ,1,2,9, ,2,100,2,29,1,1,3,5,6,99,1,1,3,03/07/2018
1533,AMAZON,7,7,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,1,6,Amazon Pay,1,2,7, ,2,45,2,24,1,1,2,6,8,99,1,1,3,03/07/2018
1537,REEBONZ,7,7,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,8,7,7,8,7,2,1, ,1,1,7,7,1,300,3,44,1,1,6,7,8,4,2,1,3,03/07/2018
1544,LAZADA,7,8,7,7,7,6,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,7,7,7,6,8,2,5, ,1,2,7, ,2,150,1,37,1,1,5,8,8,2,2,1,3,03/07/2018
1547,EZBUY,7,8,6,7,8,6,0,7,8,6,7,7,6,8,7,7,8,6,6,8,7,7,8,6,6,8,7,1,1, ,1,1,7,6,3,60,3,32,1,1,4,4,7,99,1,2,3,03/07/2018
1548,AMAZON,8,9,7,8,8,7,1,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,7,9,9,7,8,1,1, ,1,1,8,8,1,240,1,45,1,1,4,5,7,2,2,2,3,03/07/2018
1550,FAVE,7,8,7,7,7,7,0,7,8,6,6,8,7,7,8,6,8,7,7,8,6,7,7,8,6,7,7,1,1, ,2,1, ,7,3,80,2,42,1,1,4,5,7,3,2,1,3,03/07/2018
1551,FAVE,7,8,7,7,7,7,0,7,7,6,8,7,7,8,6,6,8,6,7,7,8,6,6,8,6,7,7,1,1, ,1,2,7, ,4,75,3,42,1,3, ,6,7,4,2,2,3,03/07/2018
1553,QOO10,8,7,8,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,8,8,8,7,9,9,7,8,8,1,2, ,1,1,7,6,3,60,2,27,1,1,1,2,8,1,2,1,3,03/07/2018
1562,QOO10,6,6,7,7,6,6,0,7,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,1,1, ,1,2,6, ,1,80,2,46,1,1,4,4,4,1,2,1,3,03/07/2018
1564,TAOBAO/TMALL,10,8,9,9,8,9,0,9,8,8,10,9,9,8,10,9,10,8,9,9,10,8,8,10,8,9,9,2,6,Debit Card,1,1,9,7,3,40,2,27,1,1,4,5,8,3,2,1,3,03/07/2018
1570,AMAZON,7,7,7,7,7,6,0,7,8,6,7,7,8,6,6,8,6,7,7,8,6,7,7,8,8,6,7,1,1, ,1,2,7, ,2,80,2,39,1,1,5,6,8,3,2,2,3,03/06/2018
1571,CAROUSELL,6,7,6,6,6,7,0,6,7,6,6,7,7,6,7,6,7,7,6,6,7,6,7,7,6,6,7,1,6,Bank Transfer,1,1,7,7,2,40,2,34,1,1,2,5,4,3,2,1,3,03/06/2018
1574,EZBUY,7,6,7,7,8,6,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,2,6,Bank Transfer,1,1,7,7,2,250,2,48,1,1,4,5,8,99,1,1,3,03/06/2018
1581,QOO10,10,10,8,9,8,10,0,9,8,9,8,10,10,9,10,8,9,9,8,10,9,9,8,8,9,9,10,1,2, ,1,1,8,7,3,50,2,27,1,1,2,3,8,1,2,1,3,03/09/2018
1583,QOO10,9,9,7,8,8,9,1,8,8,7,9,9,8,9,7,8,8,9,7,9,9,8,8,9,7,8,8,1,3, ,1,2,8, ,2,40,2,24,1,1,2,6,7,99,1,2,3,03/09/2018
1586,AMAZON,9,9,9,8,7,8,0,8,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,9,8,9,1,6,Debit Card,1,2,7, ,2,60,3,26,1,1,4,5,7,3,2,2,3,03/09/2018
1587,TAOBAO/TMALL,8,8,7,7,8,7,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,9,9,8,8,2,1, ,1,1,8,6,3,120,3,31,1,1,3,5,7,3,2,2,3,03/09/2018
1589,QOO10,7,7,8,7,6,8,0,6,6,7,7,6,8,8,7,8,6,7,7,6,6,7,7,6,8,7,7,1,1, ,1,1,7,8,5,40,1,32,1,1,2,5,7,3,2,2,3,03/09/2018
1591,FAVE,8,8,7,7,7,8,0,7,8,7,9,9,8,9,7,8,8,9,9,7,7,8,8,7,9,9,8,1,1, ,1,1,7,8,7,50,2,37,1,1,4,5,8,3,2,1,3,03/09/2018
1593,EBAY,7,7,6,7,7,8,0,6,7,7,6,8,8,7,8,6,8,7,7,6,6,8,8,7,8,6,7,1,2, ,1,1,7,6,3,100,3,38,1,1,2,6,7,3,2,1,3,03/09/2018
1596,FAVE,9,10,10,10,9,10,0,10,9,10,10,9,10,9,10,9,9,10,10,9,10,9,9,10,10,9,10,1,2, ,2,2, , ,2,70,2,25,1,1,2,5,6,99,1,1,3,03/06/2018
1597,ZALORA,9,9,7,8,7,8,1,7,8,7,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,7,2,2, ,1,2,7, ,2,100,1,31,1,1,5,6,7,2,2,2,3,03/06/2018
1600,CAROUSELL,8,8,6,7,7,8,0,7,7,7,6,8,8,7,8,6,8,8,7,7,8,6,8,8,7,7,8,1,5, ,1,1,7,6,1,200,2,31,1,1,5,5,7,1,2,1,3,03/06/2018
1601,CAROUSELL,7,7,6,7,6,8,0,7,7,6,8,8,6,8,7,7,6,6,8,7,8,6,6,8,7,7,8,1,6,Bank Transfer,1,1,7,7,9,60,3,42,1,1,2,5,4,99,1,2,3,03/06/2018
1606,CAROUSELL,9,10,9,10,9,10,0,10,9,10,9,10,10,9,10,9,9,10,9,10,10,9,9,10,9,10,9,1,5, ,1,1,8,9,3,120,2,33,1,1,2,5,5,2,2,1,3,03/06/2018
1610,ZALORA,7,8,8,7,6,7,0,7,7,6,7,6,6,7,6,7,7,6,7,6,7,7,6,7,6,7,6,2,1, ,2,2, , ,1,180,1,35,1,1,2,5,7,2,2,1,3,03/05/2018
1615,FAVE,10,10,10,9,9,10,0,9,10,10,9,10,9,10,10,9,10,9,9,10,9,10,97,9,10,9,10,1,6,Debit Card,2,1, ,9,3,50,2,27,1,1,2,5,7,2,2,1,3,03/05/2018
1616,EBAY,10,10,10,9,8,9,0,9,9,8,10,10,9,10,8,9,9,8,8,10,8,9,9,10,10,9,9,1,1, ,1,1,7,8,1,500,1,28,1,1,2,5,7,1,2,2,3,03/05/2018
1620,TAOBAO/TMALL,9,8,7,8,7,8,1,8,8,7,9,9,8,9,7,8,8,7,7,9,7,9,8,8,7,9,8,1,1, ,1,2,7, ,4,70,2,38,1,1,4,5,7,3,2,2,3,03/05/2018
1623,EZBUY,9,9,7,7,8,7,0,8,8,8,9,8,8,7,7,7,7,8,8,7,8,8,7,9,7,8,10,2,1, ,1,2,7, ,3,150,3,38,1,1,4,5,7,3,2,2,3,03/05/2018
1627,TAOBAO/TMALL,8,7,6,7,7,8,0,7,7,6,8,8,7,7,8,8,6,8,6,7,7,6,6,8,8,7,7,2,1, ,2,2, , ,3,120,1,55,1,1,2,5,4,2,2,1,4,03/11/2018
1633,ZALORA,8,8,6,7,7,8,0,7,8,8,6,6,7,6,8,8,7,8,6,8,7,7,6,6,8,8,7,1,2, ,1,2,8, ,3,80,2,28,3,1,4,5,8,2,2,1,4,03/11/2018
1641,QOO10,8,9,8,9,8,9,0,9,9,8,10,10,9,10,8,9,9,8,8,10,10,9,9,8,9,8,10,1,6,Paylah,1,1,7,10,5,20,2,25,1,1,2,4,7,2,2,2,4,03/11/2018
1643,AMAZON,6,6,8,7,6,7,0,6,6,7,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,1, ,1,2,7, ,3,100,3,37,1,1,2,4,6,99,1,2,4,03/10/2018
1646,CAROUSELL,7,6,6,7,6,7,0,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,7,1,5, ,1,1,7,8,1,1800,2,39,1,1,4,5,8,99,1,1,4,03/10/2018
1648,CAROUSELL,7,8,6,7,6,7,0,7,7,6,7,7,6,7,6,7,7,6,7,7,6,6,7,6,7,7,6,1,5, ,1,1,6,7,4,100,2,38,2,1,4,5,8,3,2,1,4,03/10/2018
1650,ZALORA,9,7,7,8,7,9,0,8,8,8,7,9,9,8,9,7,9,9,8,8,7,9,9,8,9,8,8,2,1, ,1,1,7,8,2,90,2,34,1,1,4,5,8,3,2,2,4,03/10/2018
1651,AMAZON,7,6,6,6,6,7,0,7,7,6,7,6,6,7,6,7,6,7,7,6,7,6,6,7,7,6,7,2,1, ,1,2,7, ,3,100,3,43,1,1,2,5,6,2,2,2,4,03/10/2018
1654,FAVE,8,8,8,9,8,9,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,9,9,7,8,8,7,2,1, ,1,1,8,10,5,80,3,49,1,1,2,5,4,3,2,1,4,03/10/2018
1656,QOO10,7,7,8,7,6,8,0,7,6,7,6,8,8,7,8,6,8,8,7,8,6,7,7,6,8,7,7,1,6,7-11 Store,1,1,6,7,3,100,2,33,1,1,2,4,7,2,2,1,4,03/10/2018
1662,EBAY,8,7,6,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,7,7,8,2,2, ,1,1,7,8,2,300,3,33,1,1,3,4,7,1,2,1,4,03/09/2018
1667,REEBONZ,9,10,9,10,9,10,1,10,10,9,10,10,9,10,9,9,10,9,10,10,9,10,10,9,9,10,9,2,2, ,1,1,9,9,1,400,1,29,2,1,2,5,6,99,1,1,4,03/09/2018
1669,QOO10,8,8,8,8,8,7,0,8,6,7,6,8,8,7,8,6,7,7,6,8,7,7,6,8,8,7,7,1,1, ,1,1,7,9,3,70,3,33,1,1,3,4,6,3,2,2,4,03/09/2018
1675,CAROUSELL,7,9,7,8,7,8,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,7,1,5, ,1,1,8,7,2,60,2,22,1,1,1,4,6,99,1,2,4,03/08/2018
1681,AMAZON,9,8,7,8,8,8,1,7,8,8,7,9,9,8,9,7,9,9,8,8,9,9,7,8,8,7,7,2,1, ,1,2,7, ,2,250,1,46,1,1,3,4,7,2,2,1,4,03/08/2018
1686,EZBUY,7,7,7,6,7,6,0,6,7,7,6,7,6,7,7,6,6,7,7,6,7,6,6,7,7,6,7,1,1, ,1,2,6, ,2,50,2,27,1,1,4,6,7,3,2,2,4,03/08/2018
1689,TAOBAO/TMALL,9,9,7,8,8,9,0,8,8,8,7,9,9,8,9,7,9,9,8,8,9,7,8,8,7,7,9,2,1, ,1,2,7, ,2,80,1,34,1,1,3,4,7,99,1,1,4,03/09/2018
1696,CAROUSELL,9,9,8,9,7,8,0,8,8,7,9,9,8,9,7,9,9,8,9,7,8,8,7,9,9,8,8,1,6,Bank Transfer,1,1,8,7,3,80,3,42,1,1,4,5,7,3,2,2,4,03/09/2018
1707,EBAY,8,8,7,8,7,8,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,8,7,9,8,2,2, ,1,1,7,8,2,120,3,47,1,1,4,5,6,3,2,1,4,03/11/2018
1710,FAVE,9,9,9,8,7,9,1,8,8,7,9,9,8,8,7,7,9,9,7,8,7,9,9,8,8,7,7,2,1, ,2,2, , ,9,70,3,41,1,1,2,5,7,2,2,1,4,03/11/2018
1716,EBAY,7,6,8,7,6,7,0,6,7,7,6,7,6,7,6,6,7,7,6,7,6,7,7,6,6,7,7,2,1, ,1,1,6,7,3,500,1,49,1,1,3,6,5,3,2,1,4,03/11/2018
1718,AMAZON,9,9,7,8,7,8,0,8,7,8,7,9,8,9,7,9,9,8,9,7,9,7,8,8,7,8,7,1,1, ,1,1,7,7,3,80,2,28,1,1,2,5,7,99,1,1,4,03/11/2018
1719,FAVE,7,7,8,7,7,6,0,7,8,8,6,8,6,7,7,6,6,8,8,7,8,6,7,7,6,8,8,2,1, ,1,1,7,7,4,120,3,39,1,1,4,5,8,99,1,2,4,03/11/2018
1722,ZALORA,8,8,6,7,6,7,0,7,7,6,8,8,7,8,6,7,7,6,6,8,7,8,8,7,8,6,7,2,1, ,1,2,8, ,1,100,3,29,1,1,2,5,6,99,1,1,3,03/08/2018
1725,ALIEXPRESS,7,7,7,7,7,6,0,6,7,6,7,7,6,6,7,7,6,7,6,7,6,6,7,7,6,6,7,2,1, ,1,2,7, ,1,130,3,40,1,1,4,5,8,2,2,1,3,03/08/2018
1731,TAOBAO/TMALL,8,6,6,6,8,7,0,7,7,6,8,8,7,8,6,7,7,6,8,7,7,6,7,6,8,8,7,2,1, ,1,1,7,8,1,150,3,45,1,1,3,5,7,99,1,1,3,03/08/2018
1736,FAVE,8,8,6,7,6,8,0,7,7,7,6,8,8,7,8,6,8,8,7,7,6,6,8,8,7,7,8,1,1, ,1,2,7, ,1,120,3,37,1,1,3,4,7,99,1,2,3,03/08/2018
1738,AMAZON,7,7,8,7,6,7,0,6,7,7,6,8,8,7,8,6,8,8,7,7,6,8,7,7,8,6,7,1,1, ,1,2,8, ,1,90,3,35,1,1,3,6,8,3,2,1,3,03/09/2018
1742,CAROUSELL,8,8,9,8,7,8,0,8,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,9,8,8,1,5, ,1,1,8,9,1,150,3,39,1,1,3,5,7,3,2,1,3,03/09/2018
1744,AMAZON,8,8,6,7,6,7,0,6,7,7,8,6,8,8,7,7,6,8,6,6,7,7,6,8,8,7,7,2,1, ,1,2,8, ,1,75,3,31,1,1,2,4,6,99,1,1,3,03/09/2018
1746,QOO10,7,7,8,8,6,7,0,8,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,7,7,1,1, ,1,1,8,9,1,170,3,45,1,1,3,6,7,3,2,1,3,03/09/2018
1749,FAVE,9,9,7,7,7,8,0,7,7,9,9,8,9,7,8,8,7,9,8,8,7,7,9,9,8,8,9,1,1, ,1,1,8,7,1,200,2,47,1,1,3,6,7,2,2,2,3,03/09/2018
1757,EBAY,6,7,7,7,6,7,0,7,7,6,7,7,6,7,7,6,7,6,6,7,6,7,7,6,7,6,7,2,1, ,1,1,7,7,1,130,3,31,1,1,4,6,7,3,2,2,3,03/10/2018
1762,TAOBAO/TMALL,7,6,7,6,6,7,0,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,7,6,7,6,7,2,1, ,1,1,7,6,1,130,3,36,1,1,4,6,8,2,2,2,3,03/10/2018
1763,QOO10,9,9,7,8,8,9,1,8,8,9,7,9,9,8,8,7,7,9,9,8,9,7,8,8,7,9,9,1,6,Fund Transfer,1,1,8,7,1,140,3,33,1,1,4,6,8,99,1,2,3,03/10/2018
1766,EBAY,8,8,7,7,8,7,0,7,8,6,7,7,6,8,7,7,8,6,8,8,7,8,6,7,7,6,6,2,1, ,1,1,7,6,1,60,3,40,1,1,4,7,8,1,2,1,3,03/10/2018
1768,EZBUY,9,9,8,9,8,9,0,9,9,8,8,10,10,9,10,8,10,8,9,9,8,10,10,8,8,9,9,2,1, ,1,2,8, ,1,100,3,43,1,1,98,98,8,1,2,2,3,03/10/2018
1777,TAOBAO/TMALL,10,10,8,9,8,9,0,9,8,9,8,10,10,9,10,8,9,9,8,8,10,10,9,9,8,9,9,2,1, ,1,1,8,9,1,200,3,26,1,1,3,6,8,3,2,1,3,03/10/2018
1783,ZALORA,8,8,6,7,7,6,0,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,7,6,8,7,8,1,2, ,1,2,7, ,1,100,3,50,1,1,4,5,8,3,2,2,3,03/08/2018
1786,ZALORA,7,7,7,8,6,7,1,8,7,8,7,8,7,8,8,7,8,7,7,8,7,7,8,8,7,7,8,2,1, ,1,2,7, ,1,120,3,46,1,1,4,5,8,99,1,2,3,03/08/2018
1789,LAZADA,7,9,8,7,8,7,0,7,8,7,7,9,7,7,9,7,9,9,7,8,7,9,7,8,8,9,8,2,1, ,1,2,8, ,1,150,3,47,1,1,3,97,7,3,2,1,3,03/08/2018
1796,LAZADA,7,7,8,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,8,8,7,8,2,1, ,1,1,8,7,1,130,1,24,1,1,2,5,8,99,1,1,3,03/08/2018
1799,EBAY,7,7,7,7,7,6,0,7,7,6,8,8,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,2,1, ,1,2,8, ,1,70,3,27,1,1,3,6,7,3,2,2,3,03/08/2018
1801,LAZADA,9,8,7,8,8,9,0,8,8,7,9,9,8,9,7,9,8,8,7,7,9,9,8,9,7,9,8,2,1, ,1,2,8, ,1,160,3,32,1,1,3,6,8,99,1,1,3,03/11/2018
1806,TAOBAO/TMALL,8,8,6,7,7,8,0,6,7,6,8,8,7,8,6,7,7,6,8,6,7,7,6,6,7,7,8,2,1, ,1,1,7,8,1,100,3,45,1,1,3,5,7,2,2,2,3,03/11/2018
1821,FAVE,9,9,7,8,8,9,0,8,8,7,9,9,8,9,7,7,9,9,8,8,7,9,7,8,8,7,9,1,1, ,1,2,8, ,1,200,3,29,1,1,3,97,8,99,1,1,2,03/11/2018
1823,ZALORA,8,8,6,7,6,7,0,7,7,6,8,8,7,8,6,8,6,7,7,6,8,7,7,8,7,7,8,2,1, ,1,2,7, ,1,100,3,23,1,1,2,7,7,99,1,1,2,03/11/2018
1824,EBAY,9,10,10,9,9,10,0,9,9,10,9,10,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,2,1, ,1,1,9,10,1,250,3,30,1,1,3,7,8,1,2,1,2,03/11/2018
1826,CAROUSELL,9,9,8,8,7,8,1,8,7,8,7,9,9,8,9,7,8,8,7,7,9,9,8,8,9,7,8,1,5, ,1,1,8,9,1,200,3,28,1,1,4,5,8,2,2,1,2,03/11/2018
1829,CAROUSELL,7,6,6,7,6,7,0,7,7,6,7,6,6,7,7,6,7,6,7,6,6,7,7,6,7,6,7,1,5, ,1,1,7,6,1,400,3,38,1,1,4,5,8,3,2,2,2,03/11/2018
1831,FAVE,7,7,8,7,6,7,0,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,7,6,1,1, ,1,2,7, ,1,200,3,32,1,1,3,5,7,3,2,2,2,03/11/2018
1832,EBAY,8,8,8,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,7,6,8,6,8,2,1, ,1,1,7,6,1,200,3,42,1,1,3,97,7,99,1,2,2,03/11/2018
1833,AMAZON,10,10,8,8,8,9,0,8,9,8,9,9,8,10,10,8,9,9,8,10,10,9,9,8,9,8,10,2,1, ,1,2,8, ,1,250,3,40,1,1,2,6,7,99,1,2,2,03/11/2018
1834,AMAZON,9,10,9,10,8,9,0,10,9,9,8,10,10,9,10,8,9,9,8,10,10,9,9,8,10,9,9,2,1, ,1,2,8, ,1,160,3,29,1,1,4,6,8,2,2,2,2,03/11/2018
1844,ZALORA,9,9,7,8,7,8,1,8,8,7,9,9,8,9,7,8,8,7,9,8,9,7,8,8,7,9,8,2,5, ,1,1,8,7,1,200,3,29,1,1,4,7,8,2,2,1,2,03/10/2018
1846,AMAZON,9,9,10,9,9,10,0,9,9,10,9,10,9,10,9,9,10,10,9,10,9,10,10,9,9,10,9,2,1, ,1,2,10, ,1,250,3,25,1,1,2,97,5,1,2,2,2,03/10/2018
1849,QOO10,7,6,6,7,6,7,0,7,7,6,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,7,6,1,1, ,1,1,7,8,1,150,3,43,1,1,5,7,9,4,2,2,2,03/10/2018
1850,ZALORA,7,7,6,7,6,7,0,6,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,8,7,7,2,1, ,1,2,7, ,1,200,3,39,1,1,3,97,8,99,1,2,2,03/10/2018
1851,TAOBAO/TMALL,7,7,7,7,6,7,0,7,7,6,7,7,6,7,6,6,7,6,7,7,6,7,6,7,6,6,7,2,1, ,1,1,7,6,1,200,3,42,1,1,5,6,8,2,2,2,2,03/10/2018
1852,ALIEXPRESS,8,8,6,7,7,8,0,7,7,6,8,7,8,6,7,7,6,8,8,7,8,6,7,7,6,8,7,2,1, ,1,2,7, ,1,160,2,41,1,1,2,6,7,99,1,2,2,03/10/2018
1853,QOO10,9,7,7,7,7,9,0,8,8,7,9,9,8,9,7,8,8,7,9,7,8,8,7,7,8,8,7,1,1, ,2,2, , ,1,300,3,38,1,1,4,6,7,2,2,1,2,03/10/2018
1859,LAZADA,9,9,9,10,9,10,0,9,10,10,9,10,9,9,10,10,9,10,9,10,10,9,9,10,10,9,10,1,2, ,1,2,9, ,1,200,3,36,1,1,3,3,6,2,2,1,2,03/10/2018
1862,LAZADA,9,9,7,7,7,8,0,7,8,7,9,9,8,9,7,8,8,7,7,9,9,8,8,7,9,8,8,2,6,Alipay,1,2,8, ,1,200,3,38,1,1,4,4,7,3,2,1,2,03/10/2018
1877,ZALORA,8,9,8,8,8,8,0,8,7,7,9,8,9,7,8,8,7,9,9,7,8,8,8,7,7,9,7,2,1, ,1,2,8, ,1,350,1,32,1,1,5,5,8,3,2,1,3,03/10/2018
1879,TAOBAO/TMALL,7,8,8,7,8,6,0,7,8,6,8,7,7,8,6,8,7,7,6,6,8,6,7,7,7,6,7,2,1, ,1,1,7,8,1,230,3,30,1,1,3,5,8,4,2,2,3,03/10/2018
1880,FAVE,8,8,8,8,8,8,1,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,9,9,7,7,8,2,1, ,1,1,8,8,1,50,3,44,1,1,4,4,6,3,2,1,3,03/10/2018
1887,ZALORA,8,7,8,8,8,8,0,8,9,7,8,8,9,7,7,9,8,8,9,7,7,9,7,8,8,7,8,1,1, ,1,2,8, ,1,110,3,36,1,1,2,4,7,2,2,2,3,03/09/2018
1888,CAROUSELL,7,6,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,7,6,1,5, ,1,1,7,6,1,100,3,42,1,1,3,5,7,3,2,2,3,03/09/2018
1890,TAOBAO/TMALL,8,8,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,7,9,8,8,9,9,7,7,8,7,2,1, ,1,1,7,9,1,200,3,40,1,1,5,5,8,2,2,1,3,03/09/2018
1895,ZALORA,9,10,9,9,10,9,0,9,8,8,10,9,10,8,9,9,10,8,10,9,9,10,10,8,9,9,8,1,5, ,1,2,8, ,1,120,3,28,1,1,4,4,8,99,1,1,3,03/09/2018
1898,EBAY,8,9,7,8,8,8,1,8,7,9,8,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,8,2,1, ,1,1,8,9,1,150,3,25,1,1,2,2,6,99,1,1,3,03/09/2018
1901,AMAZON,9,7,7,8,8,8,0,8,8,7,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,2,1, ,1,1,8,7,1,300,3,36,1,1,4,4,8,2,2,1,3,03/09/2018
1904,FAVE,9,8,9,9,9,9,0,9,8,8,10,9,8,9,9,10,8,10,9,9,10,9,10,8,8,10,9,2,1, ,1,2,8, ,1,150,3,24,1,1,2,2,7,99,1,2,3,03/08/2018
1907,AMAZON,7,7,6,6,7,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,6,6,7,7,6,6,7,1,1, ,1,2,7, ,1,160,3,28,1,1,3,3,7,99,1,2,3,03/08/2018
1910,SHOPEE,8,9,8,8,9,9,1,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,10,8,10,9,1,1, ,1,2,8, ,1,200,3,28,1,1,3,3,7,99,1,2,3,03/08/2018
1911,TAOBAO/TMALL,9,10,8,9,9,9,0,9,8,10,9,9,10,8,8,10,9,10,8,9,9,8,8,10,9,8,9,2,1, ,1,1,9,10,1,250,3,28,1,1,4,4,8,99,1,2,3,03/08/2018
1913,QOO10,8,7,8,8,9,7,0,8,9,7,8,8,7,9,8,9,7,8,8,9,7,9,7,8,8,7,8,1,1, ,1,1,9,8,1,40,3,34,1,1,3,5,8,3,2,2,3,03/08/2018
1918,CAROUSELL,8,9,9,8,8,8,0,8,8,7,9,7,8,8,7,7,9,7,8,8,7,7,9,7,8,8,7,1,5, ,1,1,8,7,1,300,3,36,1,1,3,4,7,3,2,2,3,03/08/2018
1923,CAROUSELL,8,9,8,8,8,7,1,8,7,7,9,8,9,7,9,8,8,9,7,8,8,7,9,7,8,8,7,1,5, ,1,1,7,9,1,400,3,39,1,1,3,5,7,3,2,2,3,03/08/2018
1924,TAOBAO/TMALL,7,8,7,7,7,7,0,7,6,6,8,7,8,6,7,7,6,8,7,7,8,6,6,8,6,7,7,2,1, ,1,1,8,7,1,250,3,31,1,1,3,4,7,4,2,2,3,03/08/2018
1927,EBAY,7,8,8,8,7,6,0,8,8,6,7,7,8,6,8,7,7,8,6,8,7,7,8,6,6,8,7,2,1, ,1,2,7, ,1,40,3,34,1,1,4,4,8,99,1,2,3,03/08/2018
1928,TAOBAO/TMALL,7,6,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,6,7,2,1, ,1,1,7,7,1,150,3,28,1,1,4,4,8,2,2,1,3,03/08/2018
1933,CAROUSELL,8,9,7,8,8,8,0,8,9,7,8,8,9,7,7,9,8,8,9,7,7,9,7,8,8,7,8,1,5, ,1,1,8,9,1,300,3,31,1,1,4,4,8,99,1,1,3,03/08/2018
