,ID,Company,Prod_Quality,Service_Quality,Price_Value,Satisfaction,Repurchase,Recommend,Recommend_Site,Satisfaction_With,Variety_Prods,Variety_Prods_Needs,Ease_Navigation,Ease_Prods_Needs,Availability_Prods,Discounts,Info_Prods,Ease_Comparing,Ease_Special_Needs,Ease_Cart,Ease_Check_Out,Security,Delivery,Delivery_Range,Order_Tracking,Delivery_Time,Fidelity_Prods,Feedback,Return_Policies,Channel_Pref,Pay_Pref,Pay_Pref_Other,Read_Reviews,Interacted_Seller,Satisfaction_Reviews,Satisfaction_Channels_Seller,No_Purchases_6m,Amount_Spent_3m,Shop_Behavior,Age,Race,Employment,Income_Personal,Income_House,Ed,No_Children,Marital,Gender,House_Type,Date_Interview
405,1494,ZALORA,9,8,9,9,10,9,1,9,8,8,10,9,10,8,10,9,9,10,8,9,10,9,9,10,8,9,9,2,1, ,1,2,9, ,1,200,3,41,1,1,2,5,5,2,2,2,2,03/08/2018
406,1495,QOO10,9,10,10,9,9,10,1,9,10,8,9,9,10,8,9,9,10,8,9,9,8,8,10,8,9,9,8,2,1, ,1,1,9,8,1,50,3,23,1,1,2,6,7,99,1,1,2,03/08/2018
407,1496,CAROUSELL,7,8,8,7,7,6,0,7,8,6,7,7,8,6,6,8,6,7,7,8,6,6,8,6,7,7,7,1,5, ,1,1,7,8,1,400,2,41,1,1,4,7,8,2,2,2,2,03/08/2018
408,1498,CAROUSELL,7,7,6,6,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,5, ,1,1,7,7,1,70,3,38,1,1,4,5,7,2,2,2,2,03/08/2018
409,1503,AMAZON,7,8,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,6,8,6,7,7,8,6,6,8,7,2,1, ,1,2,8, ,1,200,3,39,1,1,3,6,4,4,2,1,2,03/08/2018
410,1509,FAVE,7,8,7,7,7,8,0,7,8,6,7,7,6,8,7,8,6,8,7,7,8,8,6,7,7,6,7,1,1, ,1,1,7,7,5,60,2,27,1,1,3,7,8,99,1,1,3,03/08/2018
411,1512,QOO10,6,7,7,7,6,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,3, ,1,2,6, ,3,40,2,31,3,1,5,6,8,3,2,2,3,03/08/2018
412,1515,QOO10,7,8,7,7,7,6,0,7,8,6,7,7,7,6,8,6,7,7,8,6,8,7,7,6,6,8,7,1,2, ,1,2,7, ,2,30,2,20,3,5, ,7,5,99,1,2,3,03/08/2018
413,1519,ZALORA,8,9,8,8,8,8,0,8,9,7,7,8,7,9,7,8,8,7,9,7,8,8,7,7,9,7,8,2,1, ,1,1,8,9,1,60,2,43,2,1,98,98,5,3,2,1,3,03/08/2018
414,1523,TAOBAO/TMALL,7,8,7,7,7,7,0,7,6,8,7,7,8,6,6,8,6,7,7,8,8,6,8,7,7,8,7,2,3, ,1,1,7,6,1,700,2,38,1,1,5,6,7,4,2,1,3,03/08/2018
415,1529,AMAZON,9,8,9,9,10,9,0,9,8,10,9,9,9,10,8,10,9,9,10,8,10,9,9,10,10,8,9,2,1, ,1,2,9, ,2,100,2,29,1,1,3,5,6,99,1,1,3,03/07/2018
416,1533,AMAZON,7,7,7,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,1,6,Amazon Pay,1,2,7, ,2,45,2,24,1,1,2,6,8,99,1,1,3,03/07/2018
417,1537,REEBONZ,7,7,7,7,7,7,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,8,7,7,8,7,2,1, ,1,1,7,7,1,300,3,44,1,1,6,7,8,4,2,1,3,03/07/2018
418,1544,LAZADA,7,8,7,7,7,6,0,7,8,6,7,7,6,8,7,8,6,7,7,6,8,6,7,7,7,6,8,2,5, ,1,2,7, ,2,150,1,37,1,1,5,8,8,2,2,1,3,03/07/2018
419,1547,EZBUY,7,8,6,7,8,6,0,7,8,6,7,7,6,8,7,7,8,6,6,8,7,7,8,6,6,8,7,1,1, ,1,1,7,6,3,60,3,32,1,1,4,4,7,99,1,2,3,03/07/2018
420,1548,AMAZON,8,9,7,8,8,7,1,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,7,9,9,7,8,1,1, ,1,1,8,8,1,240,1,45,1,1,4,5,7,2,2,2,3,03/07/2018
421,1550,FAVE,7,8,7,7,7,7,0,7,8,6,6,8,7,7,8,6,8,7,7,8,6,7,7,8,6,7,7,1,1, ,2,1, ,7,3,80,2,42,1,1,4,5,7,3,2,1,3,03/07/2018
422,1551,FAVE,7,8,7,7,7,7,0,7,7,6,8,7,7,8,6,6,8,6,7,7,8,6,6,8,6,7,7,1,1, ,1,2,7, ,4,75,3,42,1,3, ,6,7,4,2,2,3,03/07/2018
423,1553,QOO10,8,7,8,8,8,8,0,8,9,7,8,8,7,9,8,8,9,7,8,8,8,7,9,9,7,8,8,1,2, ,1,1,7,6,3,60,2,27,1,1,1,2,8,1,2,1,3,03/07/2018
424,1562,QOO10,6,6,7,7,6,6,0,7,7,6,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,1,1, ,1,2,6, ,1,80,2,46,1,1,4,4,4,1,2,1,3,03/07/2018
425,1564,TAOBAO/TMALL,10,8,9,9,8,9,0,9,8,8,10,9,9,8,10,9,10,8,9,9,10,8,8,10,8,9,9,2,6,Debit Card,1,1,9,7,3,40,2,27,1,1,4,5,8,3,2,1,3,03/07/2018
426,1570,AMAZON,7,7,7,7,7,6,0,7,8,6,7,7,8,6,6,8,6,7,7,8,6,7,7,8,8,6,7,1,1, ,1,2,7, ,2,80,2,39,1,1,5,6,8,3,2,2,3,03/06/2018
427,1571,CAROUSELL,6,7,6,6,6,7,0,6,7,6,6,7,7,6,7,6,7,7,6,6,7,6,7,7,6,6,7,1,6,Bank Transfer,1,1,7,7,2,40,2,34,1,1,2,5,4,3,2,1,3,03/06/2018
428,1574,EZBUY,7,6,7,7,8,6,0,7,8,6,7,7,6,8,7,7,8,6,8,7,7,8,6,8,7,7,8,2,6,Bank Transfer,1,1,7,7,2,250,2,48,1,1,4,5,8,99,1,1,3,03/06/2018
429,1581,QOO10,10,10,8,9,8,10,0,9,8,9,8,10,10,9,10,8,9,9,8,10,9,9,8,8,9,9,10,1,2, ,1,1,8,7,3,50,2,27,1,1,2,3,8,1,2,1,3,03/09/2018
430,1583,QOO10,9,9,7,8,8,9,1,8,8,7,9,9,8,9,7,8,8,9,7,9,9,8,8,9,7,8,8,1,3, ,1,2,8, ,2,40,2,24,1,1,2,6,7,99,1,2,3,03/09/2018
431,1586,AMAZON,9,9,9,8,7,8,0,8,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,9,8,9,1,6,Debit Card,1,2,7, ,2,60,3,26,1,1,4,5,7,3,2,2,3,03/09/2018
432,1587,TAOBAO/TMALL,8,8,7,7,8,7,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,9,9,8,8,2,1, ,1,1,8,6,3,120,3,31,1,1,3,5,7,3,2,2,3,03/09/2018
433,1589,QOO10,7,7,8,7,6,8,0,6,6,7,7,6,8,8,7,8,6,7,7,6,6,7,7,6,8,7,7,1,1, ,1,1,7,8,5,40,1,32,1,1,2,5,7,3,2,2,3,03/09/2018
434,1591,FAVE,8,8,7,7,7,8,0,7,8,7,9,9,8,9,7,8,8,9,9,7,7,8,8,7,9,9,8,1,1, ,1,1,7,8,7,50,2,37,1,1,4,5,8,3,2,1,3,03/09/2018
435,1593,EBAY,7,7,6,7,7,8,0,6,7,7,6,8,8,7,8,6,8,7,7,6,6,8,8,7,8,6,7,1,2, ,1,1,7,6,3,100,3,38,1,1,2,6,7,3,2,1,3,03/09/2018
436,1596,FAVE,9,10,10,10,9,10,0,10,9,10,10,9,10,9,10,9,9,10,10,9,10,9,9,10,10,9,10,1,2, ,2,2, , ,2,70,2,25,1,1,2,5,6,99,1,1,3,03/06/2018
437,1597,ZALORA,9,9,7,8,7,8,1,7,8,7,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,7,2,2, ,1,2,7, ,2,100,1,31,1,1,5,6,7,2,2,2,3,03/06/2018
438,1600,CAROUSELL,8,8,6,7,7,8,0,7,7,7,6,8,8,7,8,6,8,8,7,7,8,6,8,8,7,7,8,1,5, ,1,1,7,6,1,200,2,31,1,1,5,5,7,1,2,1,3,03/06/2018
439,1601,CAROUSELL,7,7,6,7,6,8,0,7,7,6,8,8,6,8,7,7,6,6,8,7,8,6,6,8,7,7,8,1,6,Bank Transfer,1,1,7,7,9,60,3,42,1,1,2,5,4,99,1,2,3,03/06/2018
440,1606,CAROUSELL,9,10,9,10,9,10,0,10,9,10,9,10,10,9,10,9,9,10,9,10,10,9,9,10,9,10,9,1,5, ,1,1,8,9,3,120,2,33,1,1,2,5,5,2,2,1,3,03/06/2018
441,1610,ZALORA,7,8,8,7,6,7,0,7,7,6,7,6,6,7,6,7,7,6,7,6,7,7,6,7,6,7,6,2,1, ,2,2, , ,1,180,1,35,1,1,2,5,7,2,2,1,3,03/05/2018
442,1615,FAVE,10,10,10,9,9,10,0,9,10,10,9,10,9,10,10,9,10,9,9,10,9,10,97,9,10,9,10,1,6,Debit Card,2,1, ,9,3,50,2,27,1,1,2,5,7,2,2,1,3,03/05/2018
443,1616,EBAY,10,10,10,9,8,9,0,9,9,8,10,10,9,10,8,9,9,8,8,10,8,9,9,10,10,9,9,1,1, ,1,1,7,8,1,500,1,28,1,1,2,5,7,1,2,2,3,03/05/2018
444,1620,TAOBAO/TMALL,9,8,7,8,7,8,1,8,8,7,9,9,8,9,7,8,8,7,7,9,7,9,8,8,7,9,8,1,1, ,1,2,7, ,4,70,2,38,1,1,4,5,7,3,2,2,3,03/05/2018
445,1623,EZBUY,9,9,7,7,8,7,0,8,8,8,9,8,8,7,7,7,7,8,8,7,8,8,7,9,7,8,10,2,1, ,1,2,7, ,3,150,3,38,1,1,4,5,7,3,2,2,3,03/05/2018
446,1627,TAOBAO/TMALL,8,7,6,7,7,8,0,7,7,6,8,8,7,7,8,8,6,8,6,7,7,6,6,8,8,7,7,2,1, ,2,2, , ,3,120,1,55,1,1,2,5,4,2,2,1,4,03/11/2018
447,1633,ZALORA,8,8,6,7,7,8,0,7,8,8,6,6,7,6,8,8,7,8,6,8,7,7,6,6,8,8,7,1,2, ,1,2,8, ,3,80,2,28,3,1,4,5,8,2,2,1,4,03/11/2018
448,1641,QOO10,8,9,8,9,8,9,0,9,9,8,10,10,9,10,8,9,9,8,8,10,10,9,9,8,9,8,10,1,6,Paylah,1,1,7,10,5,20,2,25,1,1,2,4,7,2,2,2,4,03/11/2018
449,1643,AMAZON,6,6,8,7,6,7,0,6,6,7,6,7,6,7,7,6,6,7,6,7,7,6,6,7,6,7,6,1,1, ,1,2,7, ,3,100,3,37,1,1,2,4,6,99,1,2,4,03/10/2018
450,1646,CAROUSELL,7,6,6,7,6,7,0,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,7,1,5, ,1,1,7,8,1,1800,2,39,1,1,4,5,8,99,1,1,4,03/10/2018
451,1648,CAROUSELL,7,8,6,7,6,7,0,7,7,6,7,7,6,7,6,7,7,6,7,7,6,6,7,6,7,7,6,1,5, ,1,1,6,7,4,100,2,38,2,1,4,5,8,3,2,1,4,03/10/2018
452,1650,ZALORA,9,7,7,8,7,9,0,8,8,8,7,9,9,8,9,7,9,9,8,8,7,9,9,8,9,8,8,2,1, ,1,1,7,8,2,90,2,34,1,1,4,5,8,3,2,2,4,03/10/2018
453,1651,AMAZON,7,6,6,6,6,7,0,7,7,6,7,6,6,7,6,7,6,7,7,6,7,6,6,7,7,6,7,2,1, ,1,2,7, ,3,100,3,43,1,1,2,5,6,2,2,2,4,03/10/2018
454,1654,FAVE,8,8,8,9,8,9,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,9,9,7,8,8,7,2,1, ,1,1,8,10,5,80,3,49,1,1,2,5,4,3,2,1,4,03/10/2018
455,1656,QOO10,7,7,8,7,6,8,0,7,6,7,6,8,8,7,8,6,8,8,7,8,6,7,7,6,8,7,7,1,6,7-11 Store,1,1,6,7,3,100,2,33,1,1,2,4,7,2,2,1,4,03/10/2018
456,1662,EBAY,8,7,6,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,7,7,8,2,2, ,1,1,7,8,2,300,3,33,1,1,3,4,7,1,2,1,4,03/09/2018
457,1667,REEBONZ,9,10,9,10,9,10,1,10,10,9,10,10,9,10,9,9,10,9,10,10,9,10,10,9,9,10,9,2,2, ,1,1,9,9,1,400,1,29,2,1,2,5,6,99,1,1,4,03/09/2018
458,1669,QOO10,8,8,8,8,8,7,0,8,6,7,6,8,8,7,8,6,7,7,6,8,7,7,6,8,8,7,7,1,1, ,1,1,7,9,3,70,3,33,1,1,3,4,6,3,2,2,4,03/09/2018
459,1675,CAROUSELL,7,9,7,8,7,8,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,7,1,5, ,1,1,8,7,2,60,2,22,1,1,1,4,6,99,1,2,4,03/08/2018
460,1681,AMAZON,9,8,7,8,8,8,1,7,8,8,7,9,9,8,9,7,9,9,8,8,9,9,7,8,8,7,7,2,1, ,1,2,7, ,2,250,1,46,1,1,3,4,7,2,2,1,4,03/08/2018
461,1686,EZBUY,7,7,7,6,7,6,0,6,7,7,6,7,6,7,7,6,6,7,7,6,7,6,6,7,7,6,7,1,1, ,1,2,6, ,2,50,2,27,1,1,4,6,7,3,2,2,4,03/08/2018
462,1689,TAOBAO/TMALL,9,9,7,8,8,9,0,8,8,8,7,9,9,8,9,7,9,9,8,8,9,7,8,8,7,7,9,2,1, ,1,2,7, ,2,80,1,34,1,1,3,4,7,99,1,1,4,03/09/2018
463,1696,CAROUSELL,9,9,8,9,7,8,0,8,8,7,9,9,8,9,7,9,9,8,9,7,8,8,7,9,9,8,8,1,6,Bank Transfer,1,1,8,7,3,80,3,42,1,1,4,5,7,3,2,2,4,03/09/2018
464,1707,EBAY,8,8,7,8,7,8,0,8,8,7,9,9,8,9,7,8,8,7,9,9,8,8,7,8,7,9,8,2,2, ,1,1,7,8,2,120,3,47,1,1,4,5,6,3,2,1,4,03/11/2018
465,1710,FAVE,9,9,9,8,7,9,1,8,8,7,9,9,8,8,7,7,9,9,7,8,7,9,9,8,8,7,7,2,1, ,2,2, , ,9,70,3,41,1,1,2,5,7,2,2,1,4,03/11/2018
466,1716,EBAY,7,6,8,7,6,7,0,6,7,7,6,7,6,7,6,6,7,7,6,7,6,7,7,6,6,7,7,2,1, ,1,1,6,7,3,500,1,49,1,1,3,6,5,3,2,1,4,03/11/2018
467,1718,AMAZON,9,9,7,8,7,8,0,8,7,8,7,9,8,9,7,9,9,8,9,7,9,7,8,8,7,8,7,1,1, ,1,1,7,7,3,80,2,28,1,1,2,5,7,99,1,1,4,03/11/2018
468,1719,FAVE,7,7,8,7,7,6,0,7,8,8,6,8,6,7,7,6,6,8,8,7,8,6,7,7,6,8,8,2,1, ,1,1,7,7,4,120,3,39,1,1,4,5,8,99,1,2,4,03/11/2018
469,1722,ZALORA,8,8,6,7,6,7,0,7,7,6,8,8,7,8,6,7,7,6,6,8,7,8,8,7,8,6,7,2,1, ,1,2,8, ,1,100,3,29,1,1,2,5,6,99,1,1,3,03/08/2018
470,1725,ALIEXPRESS,7,7,7,7,7,6,0,6,7,6,7,7,6,6,7,7,6,7,6,7,6,6,7,7,6,6,7,2,1, ,1,2,7, ,1,130,3,40,1,1,4,5,8,2,2,1,3,03/08/2018
471,1731,TAOBAO/TMALL,8,6,6,6,8,7,0,7,7,6,8,8,7,8,6,7,7,6,8,7,7,6,7,6,8,8,7,2,1, ,1,1,7,8,1,150,3,45,1,1,3,5,7,99,1,1,3,03/08/2018
472,1736,FAVE,8,8,6,7,6,8,0,7,7,7,6,8,8,7,8,6,8,8,7,7,6,6,8,8,7,7,8,1,1, ,1,2,7, ,1,120,3,37,1,1,3,4,7,99,1,2,3,03/08/2018
473,1738,AMAZON,7,7,8,7,6,7,0,6,7,7,6,8,8,7,8,6,8,8,7,7,6,8,7,7,8,6,7,1,1, ,1,2,8, ,1,90,3,35,1,1,3,6,8,3,2,1,3,03/09/2018
474,1742,CAROUSELL,8,8,9,8,7,8,0,8,9,9,8,9,7,8,8,7,9,9,8,9,7,8,8,7,9,8,8,1,5, ,1,1,8,9,1,150,3,39,1,1,3,5,7,3,2,1,3,03/09/2018
475,1744,AMAZON,8,8,6,7,6,7,0,6,7,7,8,6,8,8,7,7,6,8,6,6,7,7,6,8,8,7,7,2,1, ,1,2,8, ,1,75,3,31,1,1,2,4,6,99,1,1,3,03/09/2018
476,1746,QOO10,7,7,8,8,6,7,0,8,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,6,7,7,1,1, ,1,1,8,9,1,170,3,45,1,1,3,6,7,3,2,1,3,03/09/2018
477,1749,FAVE,9,9,7,7,7,8,0,7,7,9,9,8,9,7,8,8,7,9,8,8,7,7,9,9,8,8,9,1,1, ,1,1,8,7,1,200,2,47,1,1,3,6,7,2,2,2,3,03/09/2018
478,1757,EBAY,6,7,7,7,6,7,0,7,7,6,7,7,6,7,7,6,7,6,6,7,6,7,7,6,7,6,7,2,1, ,1,1,7,7,1,130,3,31,1,1,4,6,7,3,2,2,3,03/10/2018
479,1762,TAOBAO/TMALL,7,6,7,6,6,7,0,6,7,6,7,6,7,6,7,7,6,7,6,7,6,7,7,6,7,6,7,2,1, ,1,1,7,6,1,130,3,36,1,1,4,6,8,2,2,2,3,03/10/2018
480,1763,QOO10,9,9,7,8,8,9,1,8,8,9,7,9,9,8,8,7,7,9,9,8,9,7,8,8,7,9,9,1,6,Fund Transfer,1,1,8,7,1,140,3,33,1,1,4,6,8,99,1,2,3,03/10/2018
481,1766,EBAY,8,8,7,7,8,7,0,7,8,6,7,7,6,8,7,7,8,6,8,8,7,8,6,7,7,6,6,2,1, ,1,1,7,6,1,60,3,40,1,1,4,7,8,1,2,1,3,03/10/2018
482,1768,EZBUY,9,9,8,9,8,9,0,9,9,8,8,10,10,9,10,8,10,8,9,9,8,10,10,8,8,9,9,2,1, ,1,2,8, ,1,100,3,43,1,1,98,98,8,1,2,2,3,03/10/2018
483,1777,TAOBAO/TMALL,10,10,8,9,8,9,0,9,8,9,8,10,10,9,10,8,9,9,8,8,10,10,9,9,8,9,9,2,1, ,1,1,8,9,1,200,3,26,1,1,3,6,8,3,2,1,3,03/10/2018
484,1783,ZALORA,8,8,6,7,7,6,0,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,7,6,8,7,8,1,2, ,1,2,7, ,1,100,3,50,1,1,4,5,8,3,2,2,3,03/08/2018
485,1786,ZALORA,7,7,7,8,6,7,1,8,7,8,7,8,7,8,8,7,8,7,7,8,7,7,8,8,7,7,8,2,1, ,1,2,7, ,1,120,3,46,1,1,4,5,8,99,1,2,3,03/08/2018
486,1789,LAZADA,7,9,8,7,8,7,0,7,8,7,7,9,7,7,9,7,9,9,7,8,7,9,7,8,8,9,8,2,1, ,1,2,8, ,1,150,3,47,1,1,3,97,7,3,2,1,3,03/08/2018
487,1796,LAZADA,7,7,8,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,8,8,7,8,2,1, ,1,1,8,7,1,130,1,24,1,1,2,5,8,99,1,1,3,03/08/2018
488,1799,EBAY,7,7,7,7,7,6,0,7,7,6,8,8,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,2,1, ,1,2,8, ,1,70,3,27,1,1,3,6,7,3,2,2,3,03/08/2018
489,1801,LAZADA,9,8,7,8,8,9,0,8,8,7,9,9,8,9,7,9,8,8,7,7,9,9,8,9,7,9,8,2,1, ,1,2,8, ,1,160,3,32,1,1,3,6,8,99,1,1,3,03/11/2018
490,1806,TAOBAO/TMALL,8,8,6,7,7,8,0,6,7,6,8,8,7,8,6,7,7,6,8,6,7,7,6,6,7,7,8,2,1, ,1,1,7,8,1,100,3,45,1,1,3,5,7,2,2,2,3,03/11/2018
491,1821,FAVE,9,9,7,8,8,9,0,8,8,7,9,9,8,9,7,7,9,9,8,8,7,9,7,8,8,7,9,1,1, ,1,2,8, ,1,200,3,29,1,1,3,97,8,99,1,1,2,03/11/2018
492,1823,ZALORA,8,8,6,7,6,7,0,7,7,6,8,8,7,8,6,8,6,7,7,6,8,7,7,8,7,7,8,2,1, ,1,2,7, ,1,100,3,23,1,1,2,7,7,99,1,1,2,03/11/2018
493,1824,EBAY,9,10,10,9,9,10,0,9,9,10,9,10,10,9,10,9,9,10,10,9,9,10,10,9,10,9,10,2,1, ,1,1,9,10,1,250,3,30,1,1,3,7,8,1,2,1,2,03/11/2018
494,1826,CAROUSELL,9,9,8,8,7,8,1,8,7,8,7,9,9,8,9,7,8,8,7,7,9,9,8,8,9,7,8,1,5, ,1,1,8,9,1,200,3,28,1,1,4,5,8,2,2,1,2,03/11/2018
495,1829,CAROUSELL,7,6,6,7,6,7,0,7,7,6,7,6,6,7,7,6,7,6,7,6,6,7,7,6,7,6,7,1,5, ,1,1,7,6,1,400,3,38,1,1,4,5,8,3,2,2,2,03/11/2018
496,1831,FAVE,7,7,8,7,6,7,0,6,7,7,6,7,6,6,7,7,6,7,6,6,7,7,6,6,7,7,6,1,1, ,1,2,7, ,1,200,3,32,1,1,3,5,7,3,2,2,2,03/11/2018
497,1832,EBAY,8,8,8,7,7,8,0,7,7,6,8,8,7,8,6,7,7,6,6,8,8,7,7,6,8,6,8,2,1, ,1,1,7,6,1,200,3,42,1,1,3,97,7,99,1,2,2,03/11/2018
498,1833,AMAZON,10,10,8,8,8,9,0,8,9,8,9,9,8,10,10,8,9,9,8,10,10,9,9,8,9,8,10,2,1, ,1,2,8, ,1,250,3,40,1,1,2,6,7,99,1,2,2,03/11/2018
499,1834,AMAZON,9,10,9,10,8,9,0,10,9,9,8,10,10,9,10,8,9,9,8,10,10,9,9,8,10,9,9,2,1, ,1,2,8, ,1,160,3,29,1,1,4,6,8,2,2,2,2,03/11/2018
500,1844,ZALORA,9,9,7,8,7,8,1,8,8,7,9,9,8,9,7,8,8,7,9,8,9,7,8,8,7,9,8,2,5, ,1,1,8,7,1,200,3,29,1,1,4,7,8,2,2,1,2,03/10/2018
501,1846,AMAZON,9,9,10,9,9,10,0,9,9,10,9,10,9,10,9,9,10,10,9,10,9,10,10,9,9,10,9,2,1, ,1,2,10, ,1,250,3,25,1,1,2,97,5,1,2,2,2,03/10/2018
502,1849,QOO10,7,6,6,7,6,7,0,7,7,6,7,6,7,6,6,7,6,7,7,6,7,6,6,7,6,7,6,1,1, ,1,1,7,8,1,150,3,43,1,1,5,7,9,4,2,2,2,03/10/2018
503,1850,ZALORA,7,7,6,7,6,7,0,6,7,7,6,8,8,7,8,6,7,7,6,8,8,7,7,6,8,7,7,2,1, ,1,2,7, ,1,200,3,39,1,1,3,97,8,99,1,2,2,03/10/2018
504,1851,TAOBAO/TMALL,7,7,7,7,6,7,0,7,7,6,7,7,6,7,6,6,7,6,7,7,6,7,6,7,6,6,7,2,1, ,1,1,7,6,1,200,3,42,1,1,5,6,8,2,2,2,2,03/10/2018
505,1852,ALIEXPRESS,8,8,6,7,7,8,0,7,7,6,8,7,8,6,7,7,6,8,8,7,8,6,7,7,6,8,7,2,1, ,1,2,7, ,1,160,2,41,1,1,2,6,7,99,1,2,2,03/10/2018
506,1853,QOO10,9,7,7,7,7,9,0,8,8,7,9,9,8,9,7,8,8,7,9,7,8,8,7,7,8,8,7,1,1, ,2,2, , ,1,300,3,38,1,1,4,6,7,2,2,1,2,03/10/2018
507,1859,LAZADA,9,9,9,10,9,10,0,9,10,10,9,10,9,9,10,10,9,10,9,10,10,9,9,10,10,9,10,1,2, ,1,2,9, ,1,200,3,36,1,1,3,3,6,2,2,1,2,03/10/2018
508,1862,LAZADA,9,9,7,7,7,8,0,7,8,7,9,9,8,9,7,8,8,7,7,9,9,8,8,7,9,8,8,2,6,Alipay,1,2,8, ,1,200,3,38,1,1,4,4,7,3,2,1,2,03/10/2018
509,1877,ZALORA,8,9,8,8,8,8,0,8,7,7,9,8,9,7,8,8,7,9,9,7,8,8,8,7,7,9,7,2,1, ,1,2,8, ,1,350,1,32,1,1,5,5,8,3,2,1,3,03/10/2018
510,1879,TAOBAO/TMALL,7,8,8,7,8,6,0,7,8,6,8,7,7,8,6,8,7,7,6,6,8,6,7,7,7,6,7,2,1, ,1,1,7,8,1,230,3,30,1,1,3,5,8,4,2,2,3,03/10/2018
511,1880,FAVE,8,8,8,8,8,8,1,8,9,7,8,8,7,9,7,8,8,7,9,7,8,8,9,9,7,7,8,2,1, ,1,1,8,8,1,50,3,44,1,1,4,4,6,3,2,1,3,03/10/2018
512,1887,ZALORA,8,7,8,8,8,8,0,8,9,7,8,8,9,7,7,9,8,8,9,7,7,9,7,8,8,7,8,1,1, ,1,2,8, ,1,110,3,36,1,1,2,4,7,2,2,2,3,03/09/2018
513,1888,CAROUSELL,7,6,6,6,6,6,0,6,7,6,6,7,7,6,7,6,6,7,6,7,6,6,7,7,6,7,6,1,5, ,1,1,7,6,1,100,3,42,1,1,3,5,7,3,2,2,3,03/09/2018
514,1890,TAOBAO/TMALL,8,8,8,8,8,8,0,8,9,7,8,8,7,9,7,8,8,7,9,8,8,9,9,7,7,8,7,2,1, ,1,1,7,9,1,200,3,40,1,1,5,5,8,2,2,1,3,03/09/2018
515,1895,ZALORA,9,10,9,9,10,9,0,9,8,8,10,9,10,8,9,9,10,8,10,9,9,10,10,8,9,9,8,1,5, ,1,2,8, ,1,120,3,28,1,1,4,4,8,99,1,1,3,03/09/2018
516,1898,EBAY,8,9,7,8,8,8,1,8,7,9,8,8,9,7,8,8,7,9,7,8,8,7,7,9,7,8,8,2,1, ,1,1,8,9,1,150,3,25,1,1,2,2,6,99,1,1,3,03/09/2018
517,1901,AMAZON,9,7,7,8,8,8,0,8,8,7,9,7,8,8,7,9,7,8,8,9,7,7,9,7,8,8,7,2,1, ,1,1,8,7,1,300,3,36,1,1,4,4,8,2,2,1,3,03/09/2018
518,1904,FAVE,9,8,9,9,9,9,0,9,8,8,10,9,8,9,9,10,8,10,9,9,10,9,10,8,8,10,9,2,1, ,1,2,8, ,1,150,3,24,1,1,2,2,7,99,1,2,3,03/08/2018
519,1907,AMAZON,7,7,6,6,7,6,0,6,7,6,6,7,6,7,7,6,6,7,6,7,6,6,7,7,6,6,7,1,1, ,1,2,7, ,1,160,3,28,1,1,3,3,7,99,1,2,3,03/08/2018
520,1910,SHOPEE,8,9,8,8,9,9,1,9,8,10,9,9,10,8,10,9,9,10,8,10,9,9,10,10,8,10,9,1,1, ,1,2,8, ,1,200,3,28,1,1,3,3,7,99,1,2,3,03/08/2018
521,1911,TAOBAO/TMALL,9,10,8,9,9,9,0,9,8,10,9,9,10,8,8,10,9,10,8,9,9,8,8,10,9,8,9,2,1, ,1,1,9,10,1,250,3,28,1,1,4,4,8,99,1,2,3,03/08/2018
522,1913,QOO10,8,7,8,8,9,7,0,8,9,7,8,8,7,9,8,9,7,8,8,9,7,9,7,8,8,7,8,1,1, ,1,1,9,8,1,40,3,34,1,1,3,5,8,3,2,2,3,03/08/2018
523,1918,CAROUSELL,8,9,9,8,8,8,0,8,8,7,9,7,8,8,7,7,9,7,8,8,7,7,9,7,8,8,7,1,5, ,1,1,8,7,1,300,3,36,1,1,3,4,7,3,2,2,3,03/08/2018
524,1923,CAROUSELL,8,9,8,8,8,7,1,8,7,7,9,8,9,7,9,8,8,9,7,8,8,7,9,7,8,8,7,1,5, ,1,1,7,9,1,400,3,39,1,1,3,5,7,3,2,2,3,03/08/2018
